assembly	accession	serotype	segment	host	db_xref
GCA_038211335.1	CY000874	H3N2	7	human	taxon:311765
GCA_038211335.1	CY000877	H3N2	8	human	taxon:311765
GCA_038211635.1	CY003711	H1N1	1	human	taxon:342552
GCA_038211635.1	CY003710	H1N1	2	human	taxon:342552
GCA_038211635.1	CY003709	H1N1	3	human	taxon:342552
GCA_038211635.1	CY003704	H1N1	4	human	taxon:342552
GCA_038211635.1	CY003707	H1N1	5	human	taxon:342552
GCA_038211635.1	CY003706	H1N1	6	human	taxon:342552
GCA_038211635.1	CY003705	H1N1	7	human	taxon:342552
GCA_038211635.1	CY003708	H1N1	8	human	taxon:342552
GCA_038200555.1	MH597412	H7N3	1	ruddy turnstone; After hatch year	taxon:11320
GCA_038200555.1	MH597411	H7N3	2	ruddy turnstone; After hatch year	taxon:11320
GCA_038200555.1	MH597410	H7N3	3	ruddy turnstone; After hatch year	taxon:11320
GCA_038200555.1	MH597405	H7N3	4	ruddy turnstone; After hatch year	taxon:11320
GCA_038200555.1	MH597408	H7N3	5	ruddy turnstone; After hatch year	taxon:11320
GCA_038200555.1	MH597407	H7N3	6	ruddy turnstone; After hatch year	taxon:11320
GCA_038200555.1	MH597406	H7N3	7	ruddy turnstone; After hatch year	taxon:11320
GCA_038200555.1	MH597409	H7N3	8	ruddy turnstone; After hatch year	taxon:11320
GCA_038211205.1	CY001020	H3N2	1	human	taxon:311769
GCA_038211205.1	CY001019	H3N2	2	human	taxon:311769
GCA_038211205.1	CY001018	H3N2	3	human	taxon:311769
GCA_038211205.1	CY001013	H3N2	4	human	taxon:311769
GCA_038211205.1	CY001016	H3N2	5	human	taxon:311769
GCA_038211205.1	CY001015	H3N2	6	human	taxon:311769
GCA_038211205.1	CY001014	H3N2	7	human	taxon:311769
GCA_038211205.1	CY001017	H3N2	8	human	taxon:311769
GCA_038201055.1	MH598000	H9N9	1	ruddy turnstone; After hatch year	taxon:11320
GCA_038201055.1	MH597999	H9N9	2	ruddy turnstone; After hatch year	taxon:11320
GCA_038201055.1	MH597998	H9N9	3	ruddy turnstone; After hatch year	taxon:11320
GCA_038201055.1	MH597993	H9N9	4	ruddy turnstone; After hatch year	taxon:11320
GCA_038201055.1	MH597996	H9N9	5	ruddy turnstone; After hatch year	taxon:11320
GCA_038201055.1	MH597995	H9N9	6	ruddy turnstone; After hatch year	taxon:11320
GCA_038201055.1	MH597994	H9N9	7	ruddy turnstone; After hatch year	taxon:11320
GCA_038201055.1	MH597997	H9N9	8	ruddy turnstone; After hatch year	taxon:11320
GCA_038210365.1	CY002663	H1N2	1	human	taxon:319909
GCA_038210365.1	CY002662	H1N2	2	human	taxon:319909
GCA_038210365.1	CY002661	H1N2	3	human	taxon:319909
GCA_038210365.1	CY002656	H1N2	4	human	taxon:319909
GCA_038210365.1	CY002659	H1N2	5	human	taxon:319909
GCA_038210365.1	CY002658	H1N2	6	human	taxon:319909
GCA_038210365.1	CY002657	H1N2	7	human	taxon:319909
GCA_038210365.1	CY002660	H1N2	8	human	taxon:319909
GCA_038265615.1	HM172405	H5N1	1	duck	taxon:762413
GCA_038265615.1	HM172379	H5N1	2	duck	taxon:762413
GCA_038265615.1	HM172334	H5N1	3	duck	taxon:762413
GCA_038265615.1	HM172097	H5N1	4	duck	taxon:762413
GCA_038265615.1	HM172221	H5N1	5	duck	taxon:762413
GCA_038265615.1	HM172177	H5N1	6	duck	taxon:762413
GCA_038265615.1	HM172129	H5N1	7	duck	taxon:762413
GCA_038265615.1	HM172294	H5N1	8	duck	taxon:762413
GCA_038209945.1	CY003303	H1N1	1	human	taxon:319851
GCA_038209945.1	CY003302	H1N1	2	human	taxon:319851
GCA_038209945.1	CY003301	H1N1	3	human	taxon:319851
GCA_038209945.1	CY003296	H1N1	4	Homo sapiens	taxon:319851
GCA_038209945.1	CY003299	H1N1	5	human	taxon:319851
GCA_038209945.1	CY003298	H1N1	6	human	taxon:319851
GCA_038209945.1	CY003297	H1N1	7	human	taxon:319851
GCA_038209945.1	CY003300	H1N1	8	human	taxon:319851
GCA_038265415.1	KP287827	H10N3	1	duck	taxon:1587777
GCA_038265415.1	KP287828	H10N3	2	duck	taxon:1587777
GCA_038265415.1	KP287829	H10N3	3	duck	taxon:1587777
GCA_038265415.1	KP287830	H10N3	4	duck	taxon:1587777
GCA_038265415.1	KP287831	H10N3	5	duck	taxon:1587777
GCA_038265415.1	KP287832	H10N3	6	duck	taxon:1587777
GCA_038265415.1	KP287833	H10N3	7	duck	taxon:1587777
GCA_038265415.1	KP287834	H10N3	8	duck	taxon:1587777
GCA_038202345.1	CY007906	H3N2	1	human	taxon:353406
GCA_038202345.1	CY007905	H3N2	2	human	taxon:353406
GCA_038202345.1	CY007904	H3N2	3	human	taxon:353406
GCA_038202345.1	CY007899	H3N2	4	human	taxon:353406
GCA_038202345.1	CY007902	H3N2	5	human	taxon:353406
GCA_038202345.1	CY007901	H3N2	6	human	taxon:353406
GCA_038202345.1	CY007900	H3N2	7	Homo sapiens	taxon:353406
GCA_038202345.1	CY007903	H3N2	8	human	taxon:353406
GCA_038265075.1	EU930915	H5N1	1	duck	taxon:552450
GCA_038265075.1	EU930914	H5N1	2	duck	taxon:552450
GCA_038265075.1	EU930913	H5N1	3	duck	taxon:552450
GCA_038265075.1	EU930908	H5N1	4	duck	taxon:552450
GCA_038265075.1	EU930911	H5N1	5	duck	taxon:552450
GCA_038265075.1	EU930910	H5N1	6	duck	taxon:552450
GCA_038265075.1	EU930909	H5N1	7	duck	taxon:552450
GCA_038265075.1	EU930912	H5N1	8	duck	taxon:552450
GCA_038206655.1	CY003311	H1N1	1	human	taxon:319906
GCA_038206655.1	CY003310	H1N1	2	human	taxon:319906
GCA_038206655.1	CY003309	H1N1	3	human	taxon:319906
GCA_038206655.1	CY003304	H1N1	4	human	taxon:319906
GCA_038206655.1	CY003307	H1N1	5	human	taxon:319906
GCA_038206655.1	CY003306	H1N1	6	human	taxon:319906
GCA_038206655.1	CY003305	H1N1	7	human	taxon:319906
GCA_038206655.1	CY003308	H1N1	8	Homo sapiens	taxon:319906
GCA_038202255.1	CY007762	H3N2	1	human	taxon:353427
GCA_038202255.1	CY007761	H3N2	2	human	taxon:353427
GCA_038202255.1	CY007760	H3N2	3	human	taxon:353427
GCA_038202255.1	CY007755	H3N2	4	human	taxon:353427
GCA_038202255.1	CY007758	H3N2	5	human	taxon:353427
GCA_038202255.1	CY007757	H3N2	6	human	taxon:353427
GCA_038202255.1	CY007756	H3N2	7	human	taxon:353427
GCA_038202255.1	CY007759	H3N2	8	human	taxon:353427
GCA_038199205.1	CY001268	H3N2	1	human	taxon:311655
GCA_038199205.1	CY001267	H3N2	2	human	taxon:311655
GCA_038199205.1	CY001266	H3N2	3	human	taxon:311655
GCA_038199205.1	CY001261	H3N2	4	human	taxon:311655
GCA_038199205.1	CY001264	H3N2	5	human	taxon:311655
GCA_038199205.1	CY001263	H3N2	6	human	taxon:311655
GCA_038199205.1	CY001262	H3N2	7	human	taxon:311655
GCA_038199205.1	CY001265	H3N2	8	human	taxon:311655
GCA_038262705.1	CY034837	H7N2	1	Guinea fowl	taxon:506276
GCA_038262705.1	CY034836	H7N2	2	Guinea fowl	taxon:506276
GCA_038262705.1	CY034835	H7N2	3	Guinea fowl	taxon:506276
GCA_038262705.1	CY034830	H7N2	4	Guinea fowl	taxon:506276
GCA_038262705.1	CY034833	H7N2	5	Guinea fowl	taxon:506276
GCA_038262705.1	CY034832	H7N2	6	Guinea fowl	taxon:506276
GCA_038262705.1	CY034831	H7N2	7	Guinea fowl	taxon:506276
GCA_038262705.1	CY034834	H7N2	8	Guinea fowl	taxon:506276
GCA_038264685.1	EU930939	H5N1	1	duck	taxon:552453
GCA_038264685.1	EU930938	H5N1	2	duck	taxon:552453
GCA_038264685.1	EU930937	H5N1	3	duck	taxon:552453
GCA_038264685.1	EU930932	H5N1	4	duck	taxon:552453
GCA_038264685.1	EU930935	H5N1	5	duck	taxon:552453
GCA_038264685.1	EU930934	H5N1	6	duck	taxon:552453
GCA_038264685.1	EU930933	H5N1	7	duck	taxon:552453
GCA_038264685.1	EU930936	H5N1	8	duck	taxon:552453
GCA_038201875.1	CY008042	H3N2	1	human	taxon:353418
GCA_038201875.1	CY008041	H3N2	2	human	taxon:353418
GCA_038201875.1	CY008040	H3N2	3	human	taxon:353418
GCA_038201875.1	CY008035	H3N2	4	human	taxon:353418
GCA_038201875.1	CY008038	H3N2	5	human	taxon:353418
GCA_038201875.1	CY008037	H3N2	6	human	taxon:353418
GCA_038201875.1	CY008036	H3N2	7	human	taxon:353418
GCA_038201875.1	CY008039	H3N2	8	human	taxon:353418
GCA_038197895.1	CY000560	H3N2	1	human	taxon:311689
GCA_038197895.1	CY000559	H3N2	2	human	taxon:311689
GCA_038197895.1	CY000558	H3N2	3	human	taxon:311689
GCA_038197895.1	CY000553	H3N2	4	human	taxon:311689
GCA_038197895.1	CY000556	H3N2	5	human	taxon:311689
GCA_038197895.1	CY000555	H3N2	6	human	taxon:311689
GCA_038197895.1	CY000554	H3N2	7	human	taxon:311689
GCA_038197895.1	CY000557	H3N2	8	human	taxon:311689
GCA_038197965.1	CY003207	H3N2	1	human	taxon:342483
GCA_038197965.1	CY003206	H3N2	2	human	taxon:342483
GCA_038197965.1	CY003205	H3N2	3	human	taxon:342483
GCA_038197965.1	CY003200	H3N2	4	human	taxon:342483
GCA_038197965.1	CY003203	H3N2	5	human	taxon:342483
GCA_038197965.1	CY003202	H3N2	6	human	taxon:342483
GCA_038197965.1	CY003201	H3N2	7	human	taxon:342483
GCA_038197965.1	CY003204	H3N2	8	human	taxon:342483
GCA_038209435.1	LC430957	H1N2	1	Sus Scrofa domesticus	taxon:11320
GCA_038209435.1	LC430958	H1N2	2	Sus Scrofa domesticus	taxon:11320
GCA_038209435.1	LC430959	H1N2	3	Sus Scrofa domesticus	taxon:11320
GCA_038209435.1	LC430960	H1N2	4	Sus Scrofa domesticus	taxon:11320
GCA_038209435.1	LC430961	H1N2	5	Sus Scrofa domesticus	taxon:11320
GCA_038209435.1	LC430962	H1N2	6	Sus Scrofa domesticus	taxon:11320
GCA_038209435.1	LC430963	H1N2	7	Sus Scrofa domesticus	taxon:11320
GCA_038209435.1	LC430964	H1N2	8	Sus Scrofa domesticus	taxon:11320
GCA_038200045.1	CY007874	H3N2	1	human	taxon:353402
GCA_038200045.1	CY007873	H3N2	2	human	taxon:353402
GCA_038200045.1	CY007872	H3N2	3	human	taxon:353402
GCA_038200045.1	CY007867	H3N2	4	human	taxon:353402
GCA_038200045.1	CY007870	H3N2	5	human	taxon:353402
GCA_038200045.1	CY007869	H3N2	6	human	taxon:353402
GCA_038200045.1	CY007868	H3N2	7	Homo sapiens	taxon:353402
GCA_038200045.1	CY007871	H3N2	8	human	taxon:353402
GCA_038197195.1	CY003135	H3N2	1	human	taxon:342473
GCA_038197195.1	CY003134	H3N2	2	human	taxon:342473
GCA_038197195.1	CY003133	H3N2	3	human	taxon:342473
GCA_038197195.1	CY003123	H3N2	4	human	taxon:342473
GCA_038197195.1	CY003130	H3N2	5	human	taxon:342473
GCA_038197195.1	CY003129	H3N2	6	human	taxon:342473
GCA_038197195.1	CY003127	H3N2	7	human	taxon:342473
GCA_038197195.1	CY003131	H3N2	8	human	taxon:342473
GCA_038199535.1	CY007882	H3N2	1	human	taxon:353403
GCA_038199535.1	CY007881	H3N2	2	human	taxon:353403
GCA_038199535.1	CY007880	H3N2	3	human	taxon:353403
GCA_038199535.1	CY007875	H3N2	4	human	taxon:353403
GCA_038199535.1	CY007878	H3N2	5	human	taxon:353403
GCA_038199535.1	CY007877	H3N2	6	human	taxon:353403
GCA_038199535.1	CY007876	H3N2	7	Homo sapiens	taxon:353403
GCA_038199535.1	CY007879	H3N2	8	human	taxon:353403
GCA_038252805.1	CY016890	H5N1	1	Duck	taxon:400270
GCA_038252805.1	CY016889	H5N1	2	Duck	taxon:400270
GCA_038252805.1	CY016888	H5N1	3	Duck	taxon:400270
GCA_038252805.1	CY016883	H5N1	4	Duck	taxon:400270
GCA_038252805.1	CY016886	H5N1	5	Duck	taxon:400270
GCA_038252805.1	CY016885	H5N1	6	Duck	taxon:400270
GCA_038252805.1	CY016884	H5N1	7	Duck	taxon:400270
GCA_038252805.1	CY016887	H5N1	8	Duck	taxon:400270
GCA_038252925.1	CY029508	H5N1	1	duck	taxon:496018
GCA_038252925.1	CY029509	H5N1	2	duck	taxon:496018
GCA_038252925.1	CY029510	H5N1	3	duck	taxon:496018
GCA_038252925.1	CY029511	H5N1	4	duck	taxon:496018
GCA_038252925.1	CY029512	H5N1	5	duck	taxon:496018
GCA_038252925.1	CY029513	H5N1	6	duck	taxon:496018
GCA_038252925.1	CY029514	H5N1	7	duck	taxon:496018
GCA_038252925.1	CY029515	H5N1	8	duck	taxon:496018
GCA_038177205.1	CY003463	H3N2	1	human	taxon:342504
GCA_038177205.1	CY003462	H3N2	2	human	taxon:342504
GCA_038177205.1	CY003461	H3N2	3	human	taxon:342504
GCA_038177205.1	CY003456	H3N2	4	human	taxon:342504
GCA_038177205.1	CY003459	H3N2	5	human	taxon:342504
GCA_038177205.1	CY003458	H3N2	6	human	taxon:342504
GCA_038177205.1	CY003457	H3N2	7	human	taxon:342504
GCA_038177205.1	CY003460	H3N2	8	human	taxon:342504
GCA_038186625.1	CY002399	H1N1	1	human	taxon:327201
GCA_038186625.1	CY002398	H1N1	2	human	taxon:327201
GCA_038186625.1	CY002397	H1N1	3	Homo sapiens	taxon:327201
GCA_038186625.1	CY002392	H1N1	4	human	taxon:327201
GCA_038186625.1	CY002395	H1N1	5	human	taxon:327201
GCA_038186625.1	CY002394	H1N1	6	human	taxon:327201
GCA_038186625.1	CY002393	H1N1	7	human	taxon:327201
GCA_038186625.1	CY002396	H1N1	8	human	taxon:327201
GCA_038247805.1	HM172450	H5N1	1	goose	taxon:762419
GCA_038247805.1	HM172358	H5N1	2	goose	taxon:762419
GCA_038247805.1	HM172312	H5N1	3	goose	taxon:762419
GCA_038247805.1	HM172070	H5N1	4	goose	taxon:762419
GCA_038247805.1	HM172215	H5N1	5	goose	taxon:762419
GCA_038247805.1	HM172168	H5N1	6	goose	taxon:762419
GCA_038247805.1	HM172117	H5N1	7	goose	taxon:762419
GCA_038247805.1	HM172262	H5N1	8	goose	taxon:762419
GCA_038176685.1	CY003247	H3N2	1	human	taxon:342496
GCA_038176685.1	CY003246	H3N2	2	human	taxon:342496
GCA_038176685.1	CY003245	H3N2	3	human	taxon:342496
GCA_038176685.1	CY003240	H3N2	4	human	taxon:342496
GCA_038176685.1	CY003243	H3N2	5	human	taxon:342496
GCA_038176685.1	CY003242	H3N2	6	human	taxon:342496
GCA_038176685.1	CY003241	H3N2	7	human	taxon:342496
GCA_038176685.1	CY003244	H3N2	8	human	taxon:342496
GCA_038174675.1	CY001276	H3N2	1	human	taxon:311737
GCA_038174675.1	CY001275	H3N2	2	human	taxon:311737
GCA_038174675.1	CY001274	H3N2	3	human	taxon:311737
GCA_038174675.1	CY001269	H3N2	4	human	taxon:311737
GCA_038174675.1	CY001272	H3N2	5	human	taxon:311737
GCA_038174675.1	CY001271	H3N2	6	human	taxon:311737
GCA_038174675.1	CY001270	H3N2	7	human	taxon:311737
GCA_038174675.1	CY001273	H3N2	8	human	taxon:311737
GCA_038174985.1	CY000816	H3N2	1	human	taxon:311739
GCA_038174985.1	CY000815	H3N2	2	human	taxon:311739
GCA_038174985.1	CY000814	H3N2	3	human	taxon:311739
GCA_038174985.1	CY000809	H3N2	4	human	taxon:311739
GCA_038174985.1	CY000812	H3N2	5	human	taxon:311739
GCA_038174985.1	CY000811	H3N2	6	Homo sapiens	taxon:311739
GCA_038174985.1	CY000810	H3N2	7	human	taxon:311739
GCA_038174985.1	CY000813	H3N2	8	human	taxon:311739
GCA_038176445.1	EU743329	H10N7	1	northern shoveler	taxon:542909
GCA_038176445.1	EU743328	H10N7	2	northern shoveler	taxon:542909
GCA_038176445.1	EU743327	H10N7	3	northern shoveler	taxon:542909
GCA_038176445.1	EU743322	H10N7	4	northern shoveler	taxon:542909
GCA_038176445.1	EU743325	H10N7	5	northern shoveler	taxon:542909
GCA_038176445.1	EU743324	H10N7	6	northern shoveler	taxon:542909
GCA_038176445.1	EU743323	H10N7	7	northern shoveler	taxon:542909
GCA_038176445.1	EU743326	H10N7	8	northern shoveler	taxon:542909
GCA_038195365.1	GQ335463	H9N2	1	chicken	taxon:656017
GCA_038195365.1	GQ335464	H9N2	2	chicken	taxon:656017
GCA_038195365.1	GQ335465	H9N2	3	chicken	taxon:656017
GCA_038195365.1	GQ335466	H9N2	4	chicken	taxon:656017
GCA_038195365.1	GQ335467	H9N2	5	chicken	taxon:656017
GCA_038195365.1	GQ335468	H9N2	6	chicken	taxon:656017
GCA_038195365.1	GQ335469	H9N2	7	chicken	taxon:656017
GCA_038195365.1	GQ335470	H9N2	8	chicken	taxon:656017
GCA_038195255.1	CY023853	H9N2	1	chicken	taxon:456797
GCA_038195255.1	CY023854	H9N2	2	chicken	taxon:456797
GCA_038195255.1	CY023855	H9N2	3	chicken	taxon:456797
GCA_038195255.1	CY023856	H9N2	4	chicken	taxon:456797
GCA_038195255.1	CY023857	H9N2	5	chicken	taxon:456797
GCA_038195255.1	CY023858	H9N2	6	chicken	taxon:456797
GCA_038195255.1	CY023859	H9N2	7	chicken	taxon:456797
GCA_038195255.1	CY023860	H9N2	8	chicken	taxon:456797
GCA_038213935.1	CY091300	H3N2	1	human; gender M; age 22Y	taxon:1004653
GCA_038213935.1	CY091299	H3N2	2	human; gender M; age 22Y	taxon:1004653
GCA_038213935.1	CY091298	H3N2	3	human; gender M; age 22Y	taxon:1004653
GCA_038213935.1	CY091293	H3N2	4	human; gender M; age 22Y	taxon:1004653
GCA_038213935.1	CY091296	H3N2	5	human; gender M; age 22Y	taxon:1004653
GCA_038213935.1	CY091295	H3N2	6	human; gender M; age 22Y	taxon:1004653
GCA_038213935.1	CY091294	H3N2	7	human; gender M; age 22Y	taxon:1004653
GCA_038213935.1	CY091297	H3N2	8	human; gender M; age 22Y	taxon:1004653
GCA_038173245.1	CY001583	H3N2	1	human	taxon:319869
GCA_038173245.1	CY001582	H3N2	2	human	taxon:319869
GCA_038173245.1	CY001581	H3N2	3	human	taxon:319869
GCA_038173245.1	CY001576	H3N2	4	human	taxon:319869
GCA_038173245.1	CY001579	H3N2	5	human	taxon:319869
GCA_038173245.1	CY001578	H3N2	6	human	taxon:319869
GCA_038173245.1	CY001577	H3N2	7	human	taxon:319869
GCA_038173245.1	CY001580	H3N2	8	human	taxon:319869
GCA_038194835.1	CY023141	H9N2	1	chicken	taxon:456716
GCA_038194835.1	CY023142	H9N2	2	chicken	taxon:456716
GCA_038194835.1	CY023143	H9N2	3	chicken	taxon:456716
GCA_038194835.1	CY023144	H9N2	4	chicken	taxon:456716
GCA_038194835.1	CY023145	H9N2	5	chicken	taxon:456716
GCA_038194835.1	CY023146	H9N2	6	chicken	taxon:456716
GCA_038194835.1	CY023147	H9N2	7	chicken	taxon:456716
GCA_038194835.1	CY023148	H9N2	8	chicken	taxon:456716
GCA_038172935.1	CY001863	H3N2	1	human	taxon:327179
GCA_038172935.1	CY001862	H3N2	2	human	taxon:327179
GCA_038172935.1	CY001861	H3N2	3	human	taxon:327179
GCA_038172935.1	CY001856	H3N2	4	human	taxon:327179
GCA_038172935.1	CY001859	H3N2	5	human	taxon:327179
GCA_038172935.1	CY001858	H3N2	6	human	taxon:327179
GCA_038172935.1	CY001857	H3N2	7	human	taxon:327179
GCA_038172935.1	CY001860	H3N2	8	human	taxon:327179
GCA_038246675.1	HM145676	H6N2	1	duck	taxon:759538
GCA_038246675.1	HM145507	H6N2	2	duck	taxon:759538
GCA_038246675.1	HM145338	H6N2	3	duck	taxon:759538
GCA_038246675.1	HM144492	H6N2	4	duck	taxon:759538
GCA_038246675.1	HM145169	H6N2	5	duck	taxon:759538
GCA_038246675.1	HM144662	H6N2	6	duck	taxon:759538
GCA_038246675.1	HM144831	H6N2	7	duck	taxon:759538
GCA_038246675.1	HM145000	H6N2	8	duck	taxon:759538
GCA_038172695.1	CY001967	H3N2	1	human	taxon:319875
GCA_038172695.1	CY001966	H3N2	2	human	taxon:319875
GCA_038172695.1	CY001965	H3N2	3	human	taxon:319875
GCA_038172695.1	CY001960	H3N2	4	human	taxon:319875
GCA_038172695.1	CY001963	H3N2	5	human	taxon:319875
GCA_038172695.1	CY001962	H3N2	6	Homo sapiens	taxon:319875
GCA_038172695.1	CY001961	H3N2	7	human	taxon:319875
GCA_038172695.1	CY001964	H3N2	8	human	taxon:319875
GCA_038172855.1	CY001663	H3N2	1	human	taxon:319899
GCA_038172855.1	CY001662	H3N2	2	human	taxon:319899
GCA_038172855.1	CY001661	H3N2	3	human	taxon:319899
GCA_038172855.1	CY001656	H3N2	4	human	taxon:319899
GCA_038172855.1	CY001659	H3N2	5	human	taxon:319899
GCA_038172855.1	CY001658	H3N2	6	human	taxon:319899
GCA_038172855.1	CY001657	H3N2	7	human	taxon:319899
GCA_038172855.1	CY001660	H3N2	8	human	taxon:319899
GCA_038171345.1	CY002391	H3N2	1	human	taxon:327189
GCA_038171345.1	CY002390	H3N2	2	human	taxon:327189
GCA_038171345.1	CY002389	H3N2	3	human	taxon:327189
GCA_038171345.1	CY002384	H3N2	4	human	taxon:327189
GCA_038171345.1	CY002387	H3N2	5	human	taxon:327189
GCA_038171345.1	CY002386	H3N2	6	human	taxon:327189
GCA_038171345.1	CY002385	H3N2	7	human	taxon:327189
GCA_038171345.1	CY002388	H3N2	8	human	taxon:327189
GCA_038172005.1	CY001839	H3N2	1	human	taxon:327175
GCA_038172005.1	CY001838	H3N2	2	human	taxon:327175
GCA_038172005.1	CY001837	H3N2	3	human	taxon:327175
GCA_038172005.1	CY001832	H3N2	4	human	taxon:327175
GCA_038172005.1	CY001835	H3N2	5	Homo sapiens	taxon:327175
GCA_038172005.1	CY001834	H3N2	6	human	taxon:327175
GCA_038172005.1	CY001833	H3N2	7	human	taxon:327175
GCA_038172005.1	CY001836	H3N2	8	human	taxon:327175
GCA_038172045.1	CY006067	H3N2	1	human	taxon:342516
GCA_038172045.1	CY006066	H3N2	2	human	taxon:342516
GCA_038172045.1	CY006065	H3N2	3	human	taxon:342516
GCA_038172045.1	CY006060	H3N2	4	human	taxon:342516
GCA_038172045.1	CY006063	H3N2	5	human	taxon:342516
GCA_038172045.1	CY006062	H3N2	6	human	taxon:342516
GCA_038172045.1	CY006061	H3N2	7	human	taxon:342516
GCA_038172045.1	CY006064	H3N2	8	human	taxon:342516
GCA_038172115.1	CY003623	H3N2	1	human	taxon:342521
GCA_038172115.1	CY003622	H3N2	2	human	taxon:342521
GCA_038172115.1	CY003621	H3N2	3	human	taxon:342521
GCA_038172115.1	CY003616	H3N2	4	human	taxon:342521
GCA_038172115.1	CY003619	H3N2	5	human	taxon:342521
GCA_038172115.1	CY003618	H3N2	6	human	taxon:342521
GCA_038172115.1	CY003617	H3N2	7	human	taxon:342521
GCA_038172115.1	CY003620	H3N2	8	human	taxon:342521
GCA_038194005.1	CY029263	H5N1	1	chicken	taxon:496733
GCA_038194005.1	CY029264	H5N1	2	chicken	taxon:496733
GCA_038194005.1	CY029265	H5N1	3	chicken	taxon:496733
GCA_038194005.1	CY028962	H5N1	4	chicken	taxon:496733
GCA_038194005.1	CY029266	H5N1	5	chicken	taxon:496733
GCA_038194005.1	CY029267	H5N1	6	chicken	taxon:496733
GCA_038194005.1	CY029268	H5N1	7	chicken	taxon:496733
GCA_038194005.1	CY029269	H5N1	8	chicken	taxon:496733
GCA_038170415.1	CY006794	H3N2	1	human	taxon:355476
GCA_038170415.1	CY006793	H3N2	2	human	taxon:355476
GCA_038170415.1	CY006792	H3N2	3	human	taxon:355476
GCA_038170415.1	CY006787	H3N2	4	human	taxon:355476
GCA_038170415.1	CY006790	H3N2	5	human	taxon:355476
GCA_038170415.1	CY006789	H3N2	6	human	taxon:355476
GCA_038170415.1	CY006788	H3N2	7	human	taxon:355476
GCA_038170415.1	CY006791	H3N2	8	human	taxon:355476
GCA_038193285.1	LC371767	H4N5	1	Anseriformes	taxon:858490
GCA_038193285.1	LC371768	H4N5	2	Anseriformes	taxon:858490
GCA_038193285.1	LC371769	H4N5	3	Anseriformes	taxon:858490
GCA_038193285.1	LC371770	H4N5	4	Anseriformes	taxon:858490
GCA_038193285.1	LC371771	H4N5	5	Anseriformes	taxon:858490
GCA_038193285.1	LC371772	H4N5	6	Anseriformes	taxon:858490
GCA_038193285.1	LC371773	H4N5	7	Anseriformes	taxon:858490
GCA_038193285.1	LC371774	H4N5	8	Anseriformes	taxon:858490
GCA_038245425.1	EU604300	H3N2	1	Homo sapiens	taxon:543833
GCA_038245425.1	EU604301	H3N2	2	Homo sapiens	taxon:543833
GCA_038245425.1	EU604302	H3N2	3	Homo sapiens	taxon:543833
GCA_038245425.1	EU604298	H3N2	4	Homo sapiens	taxon:543833
GCA_038245425.1	EU604303	H3N2	5	Homo sapiens	taxon:543833
GCA_038245425.1	EU604299	H3N2	6	Homo sapiens	taxon:543833
GCA_038245425.1	EU604304	H3N2	7	Homo sapiens	taxon:543833
GCA_038245425.1	EU604305	H3N2	8	Homo sapiens	taxon:543833
GCA_038170215.1	CY008931	H3N2	1	human	taxon:364132
GCA_038170215.1	CY008930	H3N2	2	human	taxon:364132
GCA_038170215.1	CY008929	H3N2	3	human	taxon:364132
GCA_038170215.1	CY008924	H3N2	4	human	taxon:364132
GCA_038170215.1	CY008927	H3N2	5	human	taxon:364132
GCA_038170215.1	CY008926	H3N2	6	human	taxon:364132
GCA_038170215.1	CY008925	H3N2	7	Homo sapiens	taxon:364132
GCA_038170215.1	CY008928	H3N2	8	human	taxon:364132
GCA_038224365.1	CY088403	H3N2	1	human; age <1Y	taxon:1000765
GCA_038224365.1	CY088404	H3N2	2	human; age <1Y	taxon:1000765
GCA_038224365.1	CY088405	H3N2	3	human; age <1Y	taxon:1000765
GCA_038224365.1	CY088406	H3N2	4	human; age <1Y	taxon:1000765
GCA_038224365.1	CY088407	H3N2	5	human; age <1Y	taxon:1000765
GCA_038224365.1	CY088408	H3N2	6	human; age <1Y	taxon:1000765
GCA_038224365.1	CY088409	H3N2	7	human; age <1Y	taxon:1000765
GCA_038224365.1	CY088410	H3N2	8	human; age <1Y	taxon:1000765
GCA_038169445.1	CY112876	H3N2	1	human	taxon:1086987
GCA_038169445.1	CY112875	H3N2	2	human	taxon:1086987
GCA_038169445.1	CY112874	H3N2	3	human	taxon:1086987
GCA_038169445.1	CY112869	H3N2	4	human	taxon:1086987
GCA_038169445.1	CY112872	H3N2	5	human	taxon:1086987
GCA_038169445.1	CY112871	H3N2	6	human	taxon:1086987
GCA_038169445.1	CY112870	H3N2	7	human	taxon:1086987
GCA_038169445.1	CY112873	H3N2	8	human	taxon:1086987
GCA_038235085.1	CY104179	H3N2	1	human	taxon:1052380
GCA_038235085.1	CY104178	H3N2	2	human	taxon:1052380
GCA_038235085.1	CY104177	H3N2	3	human	taxon:1052380
GCA_038235085.1	CY104172	H3N2	4	human	taxon:1052380
GCA_038235085.1	CY104175	H3N2	5	human	taxon:1052380
GCA_038235085.1	CY104174	H3N2	6	human	taxon:1052380
GCA_038235085.1	CY104173	H3N2	7	human	taxon:1052380
GCA_038235085.1	CY104176	H3N2	8	human	taxon:1052380
GCA_038169255.1	CY009755	H3N2	1	Human	taxon:370517
GCA_038169255.1	CY009754	H3N2	2	Human	taxon:370517
GCA_038169255.1	CY009753	H3N2	3	Human	taxon:370517
GCA_038169255.1	CY009748	H3N2	4	Human	taxon:370517
GCA_038169255.1	CY009751	H3N2	5	Human	taxon:370517
